external_id,module_number,chapter_number,chapter_title,objective_code,concept_code,question_family_code,question_type,question_style,difficulty,cognitive_level,question_text,choice_a,choice_b,choice_c,choice_d,correct_letter,short_explanation,explanation,choice_a_explanation,choice_b_explanation,choice_c_explanation,choice_d_explanation,memory_aid,remediation_text,source_document,source_pages,source_reference_text,visual_priority,visual_type,visual_display_mode,visual_asset_key,visual_group,visual_file_name,visual_storage_path,visual_status,show_visual_button,visual_brief,visual_caption,visual_alt_text,exam_likeness,distractor_difficulty,eligible_for_final_exam,final_exam_weight,content_origin,style_reference,review_status,reinforcement_question_ids,estimated_time_seconds,package_code
AD-M5-Q031,5,2,Stars,AD5-2-magnitude,AD5-2-magnitude,AD5-2-magnitude,multiple_choice,direct_exam_style,medium,recall,"In the stellar magnitude system, which number represents the brighter star?",The higher magnitude number,The number closest to 100,The lower magnitude number,Magnitude does not measure brightness,C,Lower magnitude numbers mean brighter stars.,The magnitude scale runs opposite of what many learners expect: lower numbers—and even negative numbers—represent brighter stars.,Not correct. The higher magnitude number does not match the concept being tested here.,Not correct. The number closest to 100 does not match the concept being tested here.,Correct. Lower magnitude numbers mean brighter stars.,Not correct. Magnitude does not measure brightness does not match the concept being tested here.,Magnitude runs backward: lower = brighter.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 15-16. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,15-16,"Module 5, Chapter 2, pages 15-16",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q032,35,AD_M5_100
AD-M5-Q032,5,2,Stars,AD5-2-magnitude,AD5-2-magnitude,AD5-2-magnitude,multiple_choice,brief_application,medium_hard,application,Star A has magnitude -1 and Star B has magnitude +4. Which appears brighter?,"Star B, magnitude +4",They are equally bright,Magnitude cannot compare brightness,"Star A, magnitude -1",D,Lower magnitude numbers mean brighter stars.,The magnitude scale runs opposite of what many learners expect: lower numbers—and even negative numbers—represent brighter stars.,"Not correct. Star B, magnitude +4 does not match the concept being tested here.",Not correct. They are equally bright does not match the concept being tested here.,Not correct. Magnitude cannot compare brightness does not match the concept being tested here.,Correct. Lower magnitude numbers mean brighter stars.,Magnitude runs backward: lower = brighter.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 15-16. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,15-16,"Module 5, Chapter 2, pages 15-16",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q031,45,AD_M5_100
AD-M5-Q033,5,2,Stars,AD5-2-nebula,AD5-2-nebula,AD5-2-nebula,multiple_choice,direct_exam_style,medium,recall,What is a nebula?,A giant cloud of gas and dust,A planet with rings,A dead rocky moon,A region with no radiation,A,A nebula is a giant cloud of gas and dust and can be a birthplace of stars.,"Nebulae are giant clouds of gas and dust. Some are remnants of exploded stars, and some provide the material from which new stars form.",Correct. A nebula is a giant cloud of gas and dust and can be a birthplace of stars.,Not correct. A planet with rings does not match the concept being tested here.,Not correct. A dead rocky moon does not match the concept being tested here.,Not correct. A region with no radiation does not match the concept being tested here.,Nebula = stellar nursery cloud.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14,17. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"14,17","Module 5, Chapter 2, pages 14,17",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q034,35,AD_M5_100
AD-M5-Q034,5,2,Stars,AD5-2-nebula,AD5-2-nebula,AD5-2-nebula,multiple_choice,brief_application,medium_hard,application,Gravity begins pulling together material inside a huge cloud of gas and dust. What is that starting cloud called?,A white dwarf,A nebula,A pulsar,A planet,B,A nebula is a giant cloud of gas and dust and can be a birthplace of stars.,"Nebulae are giant clouds of gas and dust. Some are remnants of exploded stars, and some provide the material from which new stars form.",Not correct. A white dwarf does not match the concept being tested here.,Correct. A nebula is a giant cloud of gas and dust and can be a birthplace of stars.,Not correct. A pulsar does not match the concept being tested here.,Not correct. A planet does not match the concept being tested here.,Nebula = stellar nursery cloud.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14,17. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"14,17","Module 5, Chapter 2, pages 14,17",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q033,45,AD_M5_100
AD-M5-Q035,5,2,Stars,AD5-2-star-formation,AD5-2-star-formation,AD5-2-star-formation,multiple_choice,direct_exam_style,medium,recall,Which sequence correctly describes the beginning of a star’s life?,White dwarf → nebula → protostar,Supernova → planet → main sequence,Nebula → protostar → main-sequence star,Main sequence → protostar → nebula,C,"Stars begin in nebulae, form protostars, and then enter the main sequence.",Gravity draws gas and dust together in a nebula. The forming object becomes a protostar and eventually reaches the stable main-sequence stage.,Not correct. White dwarf → nebula → protostar does not match the concept being tested here.,Not correct. Supernova → planet → main sequence does not match the concept being tested here.,"Correct. Stars begin in nebulae, form protostars, and then enter the main sequence.",Not correct. Main sequence → protostar → nebula does not match the concept being tested here.,Nebula → proto → main.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 17-18. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,17-18,"Module 5, Chapter 2, pages 17-18",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q036,35,AD_M5_100
AD-M5-Q036,5,2,Stars,AD5-2-star-formation,AD5-2-star-formation,AD5-2-star-formation,multiple_choice,brief_application,medium_hard,application,"A cloud collapses under gravity, becomes a developing star, then settles into a long stable stage. Which sequence is this?",White dwarf → nebula → protostar,Supernova → planet → main sequence,Main sequence → protostar → nebula,Nebula → protostar → main-sequence star,D,"Stars begin in nebulae, form protostars, and then enter the main sequence.",Gravity draws gas and dust together in a nebula. The forming object becomes a protostar and eventually reaches the stable main-sequence stage.,Not correct. White dwarf → nebula → protostar does not match the concept being tested here.,Not correct. Supernova → planet → main sequence does not match the concept being tested here.,Not correct. Main sequence → protostar → nebula does not match the concept being tested here.,"Correct. Stars begin in nebulae, form protostars, and then enter the main sequence.",Nebula → proto → main.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 17-18. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,17-18,"Module 5, Chapter 2, pages 17-18",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q035,45,AD_M5_100
AD-M5-Q037,5,2,Stars,AD5-2-main-sequence,AD5-2-main-sequence,AD5-2-main-sequence,multiple_choice,direct_exam_style,medium,recall,What powers a main-sequence star?,Hydrogen fusion in its core,Reflected sunlight,Burning oxygen in an atmosphere,Energy from nearby planets,A,Main-sequence stars are powered by hydrogen fusion in their cores.,"The main sequence is the long, stable period in a star’s life when hydrogen is being fused into helium in the core.",Correct. Main-sequence stars are powered by hydrogen fusion in their cores.,Not correct. Reflected sunlight does not match the concept being tested here.,Not correct. Burning oxygen in an atmosphere does not match the concept being tested here.,Not correct. Energy from nearby planets does not match the concept being tested here.,Main sequence = stable hydrogen fusion.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18,"Module 5, Chapter 2, pages 18",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q038,35,AD_M5_100
AD-M5-Q038,5,2,Stars,AD5-2-main-sequence,AD5-2-main-sequence,AD5-2-main-sequence,multiple_choice,brief_application,medium_hard,application,A star is stable and spends most of its life fusing hydrogen into helium. Which stage is it in?,Protostar stage,Main-sequence stage,Red giant stage,White dwarf stage,B,Main-sequence stars are powered by hydrogen fusion in their cores.,"The main sequence is the long, stable period in a star’s life when hydrogen is being fused into helium in the core.",Not correct. Protostar stage does not match the concept being tested here.,Correct. Main-sequence stars are powered by hydrogen fusion in their cores.,Not correct. Red giant stage does not match the concept being tested here.,Not correct. White dwarf stage does not match the concept being tested here.,Main sequence = stable hydrogen fusion.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18,"Module 5, Chapter 2, pages 18",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q037,45,AD_M5_100
AD-M5-Q039,5,2,Stars,AD5-2-average-star-end,AD5-2-average-star-end,AD5-2-average-star-end,multiple_choice,direct_exam_style,medium,recall,Which sequence best describes the later life of an average-mass star like the Sun?,Supergiant → supernova → black hole,Nebula → protostar → planet,Red giant → planetary nebula → white dwarf,White dwarf → red giant → main sequence,C,"Average stars become red giants, shed a planetary nebula, and end as white dwarfs.","An average-mass star expands into a red giant. Its outer layers drift away as a planetary nebula, leaving a hot dense white dwarf.",Not correct. Supergiant → supernova → black hole does not match the concept being tested here.,Not correct. Nebula → protostar → planet does not match the concept being tested here.,"Correct. Average stars become red giants, shed a planetary nebula, and end as white dwarfs.",Not correct. White dwarf → red giant → main sequence does not match the concept being tested here.,Average star → red giant → white dwarf.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18-19. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18-19,"Module 5, Chapter 2, pages 18-19",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q040,35,AD_M5_100
AD-M5-Q040,5,2,Stars,AD5-2-average-star-end,AD5-2-average-star-end,AD5-2-average-star-end,multiple_choice,brief_application,medium_hard,application,"A Sun-like star expands, sheds its outer layers, and leaves behind a hot dense core. What is the correct sequence?",Supergiant → supernova → black hole,Nebula → protostar → planet,White dwarf → red giant → main sequence,Red giant → planetary nebula → white dwarf,D,"Average stars become red giants, shed a planetary nebula, and end as white dwarfs.","An average-mass star expands into a red giant. Its outer layers drift away as a planetary nebula, leaving a hot dense white dwarf.",Not correct. Supergiant → supernova → black hole does not match the concept being tested here.,Not correct. Nebula → protostar → planet does not match the concept being tested here.,Not correct. White dwarf → red giant → main sequence does not match the concept being tested here.,"Correct. Average stars become red giants, shed a planetary nebula, and end as white dwarfs.",Average star → red giant → white dwarf.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18-19. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18-19,"Module 5, Chapter 2, pages 18-19",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q039,45,AD_M5_100
AD-M5-Q041,5,2,Stars,AD5-2-massive-star-end,AD5-2-massive-star-end,AD5-2-massive-star-end,multiple_choice,direct_exam_style,medium,recall,Which sequence best describes the late life of a high-mass star?,Supergiant → supernova → neutron star or black hole,Red giant → white dwarf only,Nebula → protostar → main sequence only,Planet → comet → asteroid,A,Massive stars can explode as supernovae and leave neutron stars or black holes.,"High-mass stars evolve into supergiants and eventually explode as supernovae. Their collapsed cores can become neutron stars or, if massive enough, black holes.",Correct. Massive stars can explode as supernovae and leave neutron stars or black holes.,Not correct. Red giant → white dwarf only does not match the concept being tested here.,Not correct. Nebula → protostar → main sequence only does not match the concept being tested here.,Not correct. Planet → comet → asteroid does not match the concept being tested here.,Massive → supergiant → supernova → neutron star/black hole.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18-20. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18-20,"Module 5, Chapter 2, pages 18-20",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q042,35,AD_M5_100
AD-M5-Q042,5,2,Stars,AD5-2-massive-star-end,AD5-2-massive-star-end,AD5-2-massive-star-end,multiple_choice,brief_application,medium_hard,application,A massive star explodes and its core collapses. What two end states can result?,A planet or comet,A neutron star or a black hole,A white dwarf only,A spiral galaxy,B,Massive stars can explode as supernovae and leave neutron stars or black holes.,"High-mass stars evolve into supergiants and eventually explode as supernovae. Their collapsed cores can become neutron stars or, if massive enough, black holes.",Not correct. A planet or comet does not match the concept being tested here.,Correct. Massive stars can explode as supernovae and leave neutron stars or black holes.,Not correct. A white dwarf only does not match the concept being tested here.,Not correct. A spiral galaxy does not match the concept being tested here.,Massive → supergiant → supernova → neutron star/black hole.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 18-20. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,18-20,"Module 5, Chapter 2, pages 18-20",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q041,45,AD_M5_100
AD-M5-Q043,5,2,Stars,AD5-2-black-hole,AD5-2-black-hole,AD5-2-black-hole,multiple_choice,direct_exam_style,medium,recall,What is a black hole?,A dark sunspot,A cloud of gas and dust,"A collapsed region whose gravity is so strong that nothing, not even light, can escape",A dim planet with no atmosphere,C,A black hole has gravity so strong that even light cannot escape.,Module 5 explains that a sufficiently massive supernova core can implode into a black hole. Its gravitational pull is so strong that nothing can escape.,Not correct. A dark sunspot does not match the concept being tested here.,Not correct. A cloud of gas and dust does not match the concept being tested here.,Correct. A black hole has gravity so strong that even light cannot escape.,Not correct. A dim planet with no atmosphere does not match the concept being tested here.,Black hole = gravity traps even light.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14,20. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"14,20","Module 5, Chapter 2, pages 14,20",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q044,35,AD_M5_100
AD-M5-Q044,5,2,Stars,AD5-2-black-hole,AD5-2-black-hole,AD5-2-black-hole,multiple_choice,brief_application,medium_hard,application,"A supernova leaves a core more than about three times the Sun’s mass, and the core implodes. What can form?",A comet,A white dwarf,A planet,A black hole,D,A black hole has gravity so strong that even light cannot escape.,Module 5 explains that a sufficiently massive supernova core can implode into a black hole. Its gravitational pull is so strong that nothing can escape.,Not correct. A comet does not match the concept being tested here.,Not correct. A white dwarf does not match the concept being tested here.,Not correct. A planet does not match the concept being tested here.,Correct. A black hole has gravity so strong that even light cannot escape.,Black hole = gravity traps even light.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14,20. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"14,20","Module 5, Chapter 2, pages 14,20",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q043,45,AD_M5_100
AD-M5-Q045,5,2,Stars,AD5-2-hr-diagram,AD5-2-hr-diagram,AD5-2-hr-diagram,multiple_choice,direct_exam_style,medium,recall,What two major star characteristics are compared on a Hertzsprung–Russell (H–R) diagram?,Brightness and surface temperature,Mass and orbital speed,Distance and age,Gravity and atmosphere,A,The H–R diagram compares a star’s brightness with its surface temperature.,"The Hertzsprung–Russell diagram organizes stars by luminosity/brightness and temperature, helping show groups such as the main sequence, giants, supergiants, and white dwarfs.",Correct. The H–R diagram compares a star’s brightness with its surface temperature.,Not correct. Mass and orbital speed does not match the concept being tested here.,Not correct. Distance and age does not match the concept being tested here.,Not correct. Gravity and atmosphere does not match the concept being tested here.,H–R = heat and radiance.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 16,20-21. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"16,20-21","Module 5, Chapter 2, pages 16,20-21",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q046,35,AD_M5_100
AD-M5-Q046,5,2,Stars,AD5-2-hr-diagram,AD5-2-hr-diagram,AD5-2-hr-diagram,multiple_choice,brief_application,medium_hard,application,A chart places stars from hot to cool across one axis and bright to dim on the other. What chart is it?,A moon-phase chart,A Hertzsprung–Russell (H–R) diagram,A solar-system map,A galaxy classification chart,B,The H–R diagram compares a star’s brightness with its surface temperature.,"The Hertzsprung–Russell diagram organizes stars by luminosity/brightness and temperature, helping show groups such as the main sequence, giants, supergiants, and white dwarfs.",Not correct. A moon-phase chart does not match the concept being tested here.,Correct. The H–R diagram compares a star’s brightness with its surface temperature.,Not correct. A solar-system map does not match the concept being tested here.,Not correct. A galaxy classification chart does not match the concept being tested here.,H–R = heat and radiance.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 16,20-21. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"16,20-21","Module 5, Chapter 2, pages 16,20-21",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q045,45,AD_M5_100
AD-M5-Q047,5,2,Stars,AD5-2-multiple-stars,AD5-2-multiple-stars,AD5-2-multiple-stars,multiple_choice,direct_exam_style,medium,recall,What is a binary star system?,One star and one planet,Three planets around one star,Two stars orbiting a common center of gravity,Two galaxies colliding,C,A binary star system contains two stars orbiting a common center.,"Module 5 explains that many stars occur in pairs. In a binary system, the two stars orbit their shared center of gravity.",Not correct. One star and one planet does not match the concept being tested here.,Not correct. Three planets around one star does not match the concept being tested here.,Correct. A binary star system contains two stars orbiting a common center.,Not correct. Two galaxies colliding does not match the concept being tested here.,Binary = two stars.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 21. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,21,"Module 5, Chapter 2, pages 21",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q048,35,AD_M5_100
AD-M5-Q048,5,2,Stars,AD5-2-multiple-stars,AD5-2-multiple-stars,AD5-2-multiple-stars,multiple_choice,brief_application,medium_hard,application,"Two stars share the same center of gravity, with one called the primary and the other the companion. What system is this?",A constellation,A galaxy,A solar system,A binary star system,D,A binary star system contains two stars orbiting a common center.,"Module 5 explains that many stars occur in pairs. In a binary system, the two stars orbit their shared center of gravity.",Not correct. A constellation does not match the concept being tested here.,Not correct. A galaxy does not match the concept being tested here.,Not correct. A solar system does not match the concept being tested here.,Correct. A binary star system contains two stars orbiting a common center.,Binary = two stars.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 21. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,21,"Module 5, Chapter 2, pages 21",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q047,45,AD_M5_100
AD-M5-Q049,5,3,"Our Solar System: Sun, Moon, and More",AD5-3-solar-system,AD5-3-solar-system,AD5-3-solar-system,multiple_choice,direct_exam_style,medium,recall,What is our solar system?,The Sun and all bodies under its gravitational influence,Only the eight planets,Only Earth and the Moon,The entire Milky Way galaxy,A,Our solar system includes the Sun and the bodies that orbit it.,"The solar system includes the Sun, planets and their satellites, asteroids, comets, and other bodies held by the Sun’s gravitational influence.",Correct. Our solar system includes the Sun and the bodies that orbit it.,Not correct. Only the eight planets does not match the concept being tested here.,Not correct. Only Earth and the Moon does not match the concept being tested here.,Not correct. The entire Milky Way galaxy does not match the concept being tested here.,Solar system = Sun + its orbiting family.,"Review Aerospace Dimensions Module 5, Chapter 3, pages 26-27. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,26-27,"Module 5, Chapter 3, pages 26-27",high,infographic,optional_modal,module5_sun_moon_eclipses,module5_sun_moon_eclipses,module5_sun_moon_eclipses.png,/assets/cap-visuals/module5_sun_moon_eclipses.png,approved,true,"Solar features, lunar characteristics, phases, eclipses, and astronomical units.","The Sun, the Moon & Eclipses","Solar features, lunar characteristics, phases, eclipses, and astronomical units.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q050,35,AD_M5_100
