external_id	module_number	chapter_number	chapter_title	objective_code	concept_code	question_family_code	question_type	question_style	difficulty	cognitive_level	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	memory_aid	remediation_text	source_document	source_pages	source_reference_text	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	visual_group	visual_file_name	visual_storage_path	visual_status	show_visual_button	exam_likeness	distractor_difficulty	eligible_for_final_exam	final_exam_weight	content_origin	style_reference	review_status	reinforcement_question_ids	estimated_time_seconds
AD-M1-Q023	1	1	Flight	AD1-1-gravity	AD1-1-gravity	AD1-1-gravity	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the natural force pulling objects toward Earth?	lift	gravity	drag	thrust	B	The natural force pulling objects toward earth.	Gravity is correct because it means the natural force pulling objects toward Earth.	Not this one. Lift is a different aerospace concept; the description matches gravity.	Correct. The natural force pulling objects toward earth.	Not this one. Drag is a different aerospace concept; the description matches gravity.	Not this one. Thrust is a different aerospace concept; the description matches gravity.	Gravity pulls down.	Review Module 1, Chapter 1, pages 10-11, and explain gravity without looking.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	concept_card	optional_after_answer	four_forces_of_flight	A concise study visual illustrating gravity.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q024	35
AD-M1-Q024	1	1	Flight	AD1-1-gravity	AD1-1-gravity	AD1-1-gravity	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? This force gives an aircraft its weight and acts downward.	thrust	gravity	lift	drag	B	The natural force pulling objects toward earth.	Gravity is correct because it means the natural force pulling objects toward Earth.	Not this one. Thrust is a different aerospace concept; the description matches gravity.	Correct. The natural force pulling objects toward earth.	Not this one. Lift is a different aerospace concept; the description matches gravity.	Not this one. Drag is a different aerospace concept; the description matches gravity.	Gravity pulls down.	Identify the clue in the situation that distinguishes gravity from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	scenario_diagram	optional_after_answer	four_forces_of_flight	A concise study visual illustrating gravity.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q023	45
AD-M1-Q025	1	1	Flight	AD1-1-thrust	AD1-1-thrust	AD1-1-thrust	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the force moving an aircraft forward and opposing drag?	lift	yaw	thrust	gravity	C	The force moving an aircraft forward and opposing drag.	Thrust is correct because it means the force moving an aircraft forward and opposing drag.	Not this one. Lift is a different aerospace concept; the description matches thrust.	Not this one. Yaw is a different aerospace concept; the description matches thrust.	Correct. The force moving an aircraft forward and opposing drag.	Not this one. Gravity is a different aerospace concept; the description matches thrust.	Thrust drives forward.	Review Module 1, Chapter 1, pages 10-11, and explain thrust without looking.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	concept_card	optional_after_answer	four_forces_of_flight	A concise study visual illustrating thrust.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q026	35
AD-M1-Q026	1	1	Flight	AD1-1-thrust	AD1-1-thrust	AD1-1-thrust	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? A propeller or jet engine produces this force.	yaw	gravity	lift	thrust	D	The force moving an aircraft forward and opposing drag.	Thrust is correct because it means the force moving an aircraft forward and opposing drag.	Not this one. Yaw is a different aerospace concept; the description matches thrust.	Not this one. Gravity is a different aerospace concept; the description matches thrust.	Not this one. Lift is a different aerospace concept; the description matches thrust.	Correct. The force moving an aircraft forward and opposing drag.	Thrust drives forward.	Identify the clue in the situation that distinguishes thrust from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	scenario_diagram	optional_after_answer	four_forces_of_flight	A concise study visual illustrating thrust.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q025	45
AD-M1-Q027	1	1	Flight	AD1-1-drag	AD1-1-drag	AD1-1-drag	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the resistance that slows an aircraft's forward movement?	gravity	drag	lift	thrust	B	The resistance that slows an aircraft's forward movement.	Drag is correct because it means the resistance that slows an aircraft's forward movement.	Not this one. Gravity is a different aerospace concept; the description matches drag.	Correct. The resistance that slows an aircraft's forward movement.	Not this one. Lift is a different aerospace concept; the description matches drag.	Not this one. Thrust is a different aerospace concept; the description matches drag.	Drag delays forward motion.	Review Module 1, Chapter 1, pages 10-11, and explain drag without looking.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	concept_card	optional_after_answer	four_forces_of_flight	A concise study visual illustrating drag.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q028	35
AD-M1-Q028	1	1	Flight	AD1-1-drag	AD1-1-drag	AD1-1-drag	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Air resistance works directly against the airplane's forward-driving force.	gravity	lift	drag	thrust	C	The resistance that slows an aircraft's forward movement.	Drag is correct because it means the resistance that slows an aircraft's forward movement.	Not this one. Gravity is a different aerospace concept; the description matches drag.	Not this one. Lift is a different aerospace concept; the description matches drag.	Correct. The resistance that slows an aircraft's forward movement.	Not this one. Thrust is a different aerospace concept; the description matches drag.	Drag delays forward motion.	Identify the clue in the situation that distinguishes drag from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	scenario_diagram	optional_after_answer	four_forces_of_flight	A concise study visual illustrating drag.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q027	45
AD-M1-Q029	1	1	Flight	AD1-1-balanced_flight_forces	AD1-1-balanced_flight_forces	AD1-1-balanced_flight_forces	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: in unaccelerated level flight, lift equals weight and thrust equals drag?	weight exceeds lift and thrust exceeds drag	lift exceeds weight and drag exceeds thrust	all four forces point forward	balanced flight forces	D	In unaccelerated level flight, lift equals weight and thrust equals drag.	Balanced flight forces is correct because it means in unaccelerated level flight, lift equals weight and thrust equals drag.	Not this one. Weight exceeds lift and thrust exceeds drag is a different aerospace concept; the description matches balanced flight forces.	Not this one. Lift exceeds weight and drag exceeds thrust is a different aerospace concept; the description matches balanced flight forces.	Not this one. All four forces point forward is a different aerospace concept; the description matches balanced flight forces.	Correct. In unaccelerated level flight, lift equals weight and thrust equals drag.	Level and steady: L=W, T=D.	Review Module 1, Chapter 1, pages 11, and explain balanced flight forces without looking.	Aerospace Dimensions Module 1: Introduction to Flight	11	Module 1, Chapter 1, pages 11	medium	concept_card	optional_after_answer	four_forces_of_flight	A concise study visual illustrating balanced flight forces.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q030	35
AD-M1-Q030	1	1	Flight	AD1-1-balanced_flight_forces	AD1-1-balanced_flight_forces	AD1-1-balanced_flight_forces	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? An airplane maintains constant altitude and constant speed.	balanced flight forces	lift exceeds weight and drag exceeds thrust	all four forces point forward	weight exceeds lift and thrust exceeds drag	A	In unaccelerated level flight, lift equals weight and thrust equals drag.	Balanced flight forces is correct because it means in unaccelerated level flight, lift equals weight and thrust equals drag.	Correct. In unaccelerated level flight, lift equals weight and thrust equals drag.	Not this one. Lift exceeds weight and drag exceeds thrust is a different aerospace concept; the description matches balanced flight forces.	Not this one. All four forces point forward is a different aerospace concept; the description matches balanced flight forces.	Not this one. Weight exceeds lift and thrust exceeds drag is a different aerospace concept; the description matches balanced flight forces.	Level and steady: L=W, T=D.	Identify the clue in the situation that distinguishes balanced flight forces from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	11	Module 1, Chapter 1, pages 11	medium	scenario_diagram	optional_after_answer	four_forces_of_flight	A concise study visual illustrating balanced flight forces.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q029	45
AD-M1-Q031	1	1	Flight	AD1-1-center_of_gravity	AD1-1-center_of_gravity	AD1-1-center_of_gravity	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the point where the three aircraft axes intersect and the aircraft balances?	leading edge	wing chord	center of pressure	center of gravity	D	The point where the three aircraft axes intersect and the aircraft balances.	Center of gravity is correct because it means the point where the three aircraft axes intersect and the aircraft balances.	Not this one. Leading edge is a different aerospace concept; the description matches center of gravity.	Not this one. Wing chord is a different aerospace concept; the description matches center of gravity.	Not this one. Center of pressure is a different aerospace concept; the description matches center of gravity.	Correct. The point where the three aircraft axes intersect and the aircraft balances.	CG = axes meet and balance.	Review Module 1, Chapter 1, pages 12, and explain center of gravity without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12	Module 1, Chapter 1, pages 12	medium	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating center of gravity.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q032	35
AD-M1-Q032	1	1	Flight	AD1-1-center_of_gravity	AD1-1-center_of_gravity	AD1-1-center_of_gravity	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? An aircraft model hangs level when suspended from this point.	center of pressure	leading edge	wing chord	center of gravity	D	The point where the three aircraft axes intersect and the aircraft balances.	Center of gravity is correct because it means the point where the three aircraft axes intersect and the aircraft balances.	Not this one. Center of pressure is a different aerospace concept; the description matches center of gravity.	Not this one. Leading edge is a different aerospace concept; the description matches center of gravity.	Not this one. Wing chord is a different aerospace concept; the description matches center of gravity.	Correct. The point where the three aircraft axes intersect and the aircraft balances.	CG = axes meet and balance.	Identify the clue in the situation that distinguishes center of gravity from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12	Module 1, Chapter 1, pages 12	medium	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating center of gravity.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q031	45
AD-M1-Q033	1	1	Flight	AD1-1-longitudinal_axis	AD1-1-longitudinal_axis	AD1-1-longitudinal_axis	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the axis running from nose to tail?	longitudinal axis	lateral axis	chord line	vertical axis	A	The axis running from nose to tail.	Longitudinal axis is correct because it means the axis running from nose to tail.	Correct. The axis running from nose to tail.	Not this one. Lateral axis is a different aerospace concept; the description matches longitudinal axis.	Not this one. Chord line is a different aerospace concept; the description matches longitudinal axis.	Not this one. Vertical axis is a different aerospace concept; the description matches longitudinal axis.	Longitudinal = long, nose to tail.	Review Module 1, Chapter 1, pages 12-14, and explain longitudinal axis without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating longitudinal axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q034	35
AD-M1-Q034	1	1	Flight	AD1-1-longitudinal_axis	AD1-1-longitudinal_axis	AD1-1-longitudinal_axis	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? An airplane rolls around this axis.	longitudinal axis	lateral axis	vertical axis	chord line	A	The axis running from nose to tail.	Longitudinal axis is correct because it means the axis running from nose to tail.	Correct. The axis running from nose to tail.	Not this one. Lateral axis is a different aerospace concept; the description matches longitudinal axis.	Not this one. Vertical axis is a different aerospace concept; the description matches longitudinal axis.	Not this one. Chord line is a different aerospace concept; the description matches longitudinal axis.	Longitudinal = long, nose to tail.	Identify the clue in the situation that distinguishes longitudinal axis from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating longitudinal axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q033	45
AD-M1-Q035	1	1	Flight	AD1-1-lateral_axis	AD1-1-lateral_axis	AD1-1-lateral_axis	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the axis running from wingtip to wingtip?	lateral axis	longitudinal axis	vertical axis	relative-wind axis	A	The axis running from wingtip to wingtip.	Lateral axis is correct because it means the axis running from wingtip to wingtip.	Correct. The axis running from wingtip to wingtip.	Not this one. Longitudinal axis is a different aerospace concept; the description matches lateral axis.	Not this one. Vertical axis is a different aerospace concept; the description matches lateral axis.	Not this one. Relative-wind axis is a different aerospace concept; the description matches lateral axis.	Lateral = left to right.	Review Module 1, Chapter 1, pages 12-14, and explain lateral axis without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating lateral axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q036	35
AD-M1-Q036	1	1	Flight	AD1-1-lateral_axis	AD1-1-lateral_axis	AD1-1-lateral_axis	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Pitch occurs around this axis.	lateral axis	vertical axis	relative-wind axis	longitudinal axis	A	The axis running from wingtip to wingtip.	Lateral axis is correct because it means the axis running from wingtip to wingtip.	Correct. The axis running from wingtip to wingtip.	Not this one. Vertical axis is a different aerospace concept; the description matches lateral axis.	Not this one. Relative-wind axis is a different aerospace concept; the description matches lateral axis.	Not this one. Longitudinal axis is a different aerospace concept; the description matches lateral axis.	Lateral = left to right.	Identify the clue in the situation that distinguishes lateral axis from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating lateral axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q035	45
AD-M1-Q037	1	1	Flight	AD1-1-vertical_axis	AD1-1-vertical_axis	AD1-1-vertical_axis	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the axis running from top to bottom through the center of gravity?	vertical axis	lateral axis	longitudinal axis	chord	A	The axis running from top to bottom through the center of gravity.	Vertical axis is correct because it means the axis running from top to bottom through the center of gravity.	Correct. The axis running from top to bottom through the center of gravity.	Not this one. Lateral axis is a different aerospace concept; the description matches vertical axis.	Not this one. Longitudinal axis is a different aerospace concept; the description matches vertical axis.	Not this one. Chord is a different aerospace concept; the description matches vertical axis.	Vertical = up and down.	Review Module 1, Chapter 1, pages 12-14, and explain vertical axis without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating vertical axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q038	35
AD-M1-Q038	1	1	Flight	AD1-1-vertical_axis	AD1-1-vertical_axis	AD1-1-vertical_axis	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Yaw occurs around this axis.	longitudinal axis	chord	vertical axis	lateral axis	C	The axis running from top to bottom through the center of gravity.	Vertical axis is correct because it means the axis running from top to bottom through the center of gravity.	Not this one. Longitudinal axis is a different aerospace concept; the description matches vertical axis.	Not this one. Chord is a different aerospace concept; the description matches vertical axis.	Correct. The axis running from top to bottom through the center of gravity.	Not this one. Lateral axis is a different aerospace concept; the description matches vertical axis.	Vertical = up and down.	Identify the clue in the situation that distinguishes vertical axis from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	medium	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating vertical axis.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q037	45
AD-M1-Q039	1	1	Flight	AD1-1-roll	AD1-1-roll	AD1-1-roll	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: rotation around the longitudinal axis?	yaw	stall	pitch	roll	D	Rotation around the longitudinal axis.	Roll is correct because it means rotation around the longitudinal axis.	Not this one. Yaw is a different aerospace concept; the description matches roll.	Not this one. Stall is a different aerospace concept; the description matches roll.	Not this one. Pitch is a different aerospace concept; the description matches roll.	Correct. Rotation around the longitudinal axis.	Roll rocks the wings.	Review Module 1, Chapter 1, pages 12-14, and explain roll without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating roll.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q040	35
AD-M1-Q040	1	1	Flight	AD1-1-roll	AD1-1-roll	AD1-1-roll	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? One wing rises while the other drops.	yaw	stall	roll	pitch	C	Rotation around the longitudinal axis.	Roll is correct because it means rotation around the longitudinal axis.	Not this one. Yaw is a different aerospace concept; the description matches roll.	Not this one. Stall is a different aerospace concept; the description matches roll.	Correct. Rotation around the longitudinal axis.	Not this one. Pitch is a different aerospace concept; the description matches roll.	Roll rocks the wings.	Identify the clue in the situation that distinguishes roll from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating roll.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q039	45
AD-M1-Q041	1	1	Flight	AD1-1-pitch	AD1-1-pitch	AD1-1-pitch	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: rotation around the lateral axis?	yaw	roll	drag	pitch	D	Rotation around the lateral axis.	Pitch is correct because it means rotation around the lateral axis.	Not this one. Yaw is a different aerospace concept; the description matches pitch.	Not this one. Roll is a different aerospace concept; the description matches pitch.	Not this one. Drag is a different aerospace concept; the description matches pitch.	Correct. Rotation around the lateral axis.	Pitch points the nose.	Review Module 1, Chapter 1, pages 12-14, and explain pitch without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating pitch.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q042	35
AD-M1-Q042	1	1	Flight	AD1-1-pitch	AD1-1-pitch	AD1-1-pitch	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? The nose moves upward or downward.	pitch	drag	yaw	roll	A	Rotation around the lateral axis.	Pitch is correct because it means rotation around the lateral axis.	Correct. Rotation around the lateral axis.	Not this one. Drag is a different aerospace concept; the description matches pitch.	Not this one. Yaw is a different aerospace concept; the description matches pitch.	Not this one. Roll is a different aerospace concept; the description matches pitch.	Pitch points the nose.	Identify the clue in the situation that distinguishes pitch from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating pitch.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q041	45
AD-M1-Q043	1	1	Flight	AD1-1-yaw	AD1-1-yaw	AD1-1-yaw	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: rotation around the vertical axis?	lift	yaw	pitch	roll	B	Rotation around the vertical axis.	Yaw is correct because it means rotation around the vertical axis.	Not this one. Lift is a different aerospace concept; the description matches yaw.	Correct. Rotation around the vertical axis.	Not this one. Pitch is a different aerospace concept; the description matches yaw.	Not this one. Roll is a different aerospace concept; the description matches yaw.	Yaw swings the nose side to side.	Review Module 1, Chapter 1, pages 12-14, and explain yaw without looking.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	concept_card	optional_after_answer	three_axes_of_flight	A concise study visual illustrating yaw.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q044	35
AD-M1-Q044	1	1	Flight	AD1-1-yaw	AD1-1-yaw	AD1-1-yaw	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? The airplane's nose turns left or right without describing wing-up or nose-up motion.	yaw	roll	pitch	lift	A	Rotation around the vertical axis.	Yaw is correct because it means rotation around the vertical axis.	Correct. Rotation around the vertical axis.	Not this one. Roll is a different aerospace concept; the description matches yaw.	Not this one. Pitch is a different aerospace concept; the description matches yaw.	Not this one. Lift is a different aerospace concept; the description matches yaw.	Yaw swings the nose side to side.	Identify the clue in the situation that distinguishes yaw from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	12-14	Module 1, Chapter 1, pages 12-14	high	scenario_diagram	optional_after_answer	three_axes_of_flight	A concise study visual illustrating yaw.	Roll happens around the longitudinal axis, pitch around the lateral axis, and yaw around the vertical axis.	Airplane diagram labeling the longitudinal, lateral, and vertical axes with roll, pitch, and yaw.	three_axes_of_flight	three_axes_of_flight_infographic.png	/assets/cap-visuals/three_axes_of_flight_infographic.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q043	45
